Interval,Trend.Value/Trend.Type/max available seats.avg,Trend.Value/Trend.Type/available seats.avg,Trend.Value/Trend.Type/ultraSound.avg,Trend.Value/Trend.Type/Sound.avg,Trend.Value/Trend.Type/Light.avg,Trend.Value/Trend.Type/Temperature.avg,Trend.Value/Trend.Type/Humidity.avg
10/23 22:40,805,805,289.79353307623853,245.30406407594185,148.3541975674874,21.76549985167606,6.334618807475526
10/23 23:00,805,805,285.0756033730736,244.48386158767084,153.61471357952894,21.855917417854027,6.296016283803431
10/23 23:20,805,805,283.90608257169873,243.67633154743146,128.06366214938544,21.752284903876458,7.858178380081942
10/23 23:40,805,805,285.04561403508774,239.79617224880383,122.18213716108453,21.879585326953748,8.562998405103668
10/24 0:00,805,805,291.13539343740047,238.05893596686843,120.99522140809175,21.962408410321757,8.384198789423383
10/24 0:20,805,805,287.5699562773267,238.132729544035,127.76358525921299,21.948625858838227,9.202061211742661
10/24 0:40,805,805,280.45387807213535,237.8397701883179,117.12384296201724,21.89594637727418,12.606128311522502
10/24 1:00,805,805,281.05444887118193,237.80644090305444,105.83200531208499,21.926792828685258,12.573373173970783
10/24 1:20,805,805,281.3701193933527,238.13036463375283,123.62278154243305,21.772991287512102,12.893836721523073
10/24 1:40,805,805,281.01240208877283,236.47291122715404,117.97421671018277,21.87271540469974,12.804177545691905
10/24 2:00,805,805,288.70474732006124,234.10995405819295,133.75497702909647,21.664318529862175,12.434609494640123
10/24 2:20,805,805,285.3003614853763,235.86395004929346,110.07755504436412,21.80824843904042,12.667762076897798
10/24 2:40,805,805,287.3634446397188,234.02108963093147,109.28752196836555,21.688576449912127,12.504042179261862
10/24 3:00,805,805,293.1783674840443,233.41417534430636,111.04433993953644,21.699193819281156,12.541148807524353
10/24 3:20,805,805,290.64738929279576,232.1391275611368,125.88499669530734,21.657964309319233,12.142101784534038
10/24 3:40,805,805,289.0411084043849,234.05755176613886,129.11540803897685,21.539433617539586,12.246954933008526
10/24 4:00,805,805,294.36622998544397,232.8890829694323,165.682096069869,21.76244541484716,12.22707423580786
10/24 4:20,805,804.9090909090909,291.58154198910864,235.51848667239898,166.00716537689883,21.800085984522784,12.390656348523933
10/24 4:40,805,805,297.0928246013667,236.63268792710707,168.3254555808656,22.05723234624146,12.420842824601367
10/24 5:00,805,801.9230769230769,292.14661760543447,237.52759694310785,173.61081234078688,22.083356920464194,12.518822530427398
10/24 5:20,805,795.5,288.0145617474097,238.73564827779333,172.34416129935593,22.176561187342482,12.482217866143937
10/24 5:40,805,780.2558139534884,293.33870967741933,239.45910138248848,184.8948732718894,22.202476958525345,12.21975806451613
10/24 6:00,805,748.5070422535211,284.45325936199725,241.31733703190014,231.3251040221914,22.001941747572815,12.367267683772537
10/24 6:20,805,720.1714285714286,275.44976498237367,244.40746180963572,339.936839012926,22.13322561692127,11.931551116333726
10/24 6:40,805,700.4305555555555,274.5081570996979,252.29154078549848,417.7012084592145,22.19335347432024,12.969788519637461
10/24 7:00,805,658.0425531914893,281.0587326120556,259.34744976816074,455.8132921174652,22.314528593508502,13.263678516228747
10/24 7:20,805,601.9411764705883,282.925143374585,265.16903108964686,492.6489586477513,22.371415635375794,13.328101418653787
10/24 7:40,805,564.6666666666666,279.7168823166975,270.7107208872458,520.8786198398028,22.44162045594578,12.970425138632162
10/24 8:00,805,524.1744186046511,290.39936996849843,274.7346867343367,571.0283514175709,22.386769338466923,13.36296814840742
10/24 8:20,805,485.79611650485435,283.6757975034674,283.2142857142857,591.7337031900139,22.34743411927878,13.255201109570041
10/24 8:40,805,430.42105263157896,287.4817755322988,290.81234211476004,620.3529411764706,22.579574160952724,12.99097798628654
10/24 9:00,805,408.5882352941176,275.1223440712817,299.2566826593557,596.5956134338588,22.86634681288554,13.014393420150789
10/24 9:20,805,390.3478260869565,281.41502417255487,304.40126441056157,649.5024172554853,22.761249535143175,13.148754183711416
10/24 9:40,805,422.2686567164179,266.87609607319865,309.4273732367518,662.9268013724743,22.49332825009531,12.71749904689287
10/24 10:00,805,429.0792682926829,262.89817749603804,313.4988114104596,654.351822503962,22.75851822503962,13.042393026941363
10/24 10:20,805,401.54901960784315,267.657832278481,318.5929588607595,660.7060917721519,22.622626582278482,12.90625
10/24 10:40,805,381.43382352941177,265.58486789431544,321.4087269815853,670.3746997598079,22.719575660528424,13.154123298638911
10/24 11:00,805,313.1171171171171,269.5338588319599,326.286277319957,636.9871013973486,22.821569329989252,12.926549623790756
10/24 11:20,805,278.8235294117647,283.9181151023561,325.72846658941677,677.9745075318656,22.84028582464272,12.730011587485516
10/24 11:40,805,265.0515463917526,284.53091045335333,327.0835518920944,654.7122517796928,22.91007868115399,12.623829149494192
10/24 12:00,805,267.43037974683546,286.4325473521453,325.9250096637031,653.7197526091999,22.90529570931581,12.61383842288365
10/24 12:20,805,263.6448598130841,289.2550056667926,328.54287873063845,662.2364941443143,22.864374763883642,12.758594635436342
10/24 12:40,805,269.9651162790698,275.5274095306342,329.58187029738446,616.931207452526,22.96094589752777,12.517735578645647
10/24 13:00,805,280.49,278.10249621785175,328.46482602118004,645.7602118003026,22.78158093797277,12.66679273827534
10/24 13:20,805,279.9673913043478,262.63735862823785,329.2506384531193,611.5060197008391,22.991791317037578,12.083910981393652
10/24 13:40,805,291.6875,275.17416496250854,329.95841854124063,577.8984321745058,23.02624403544649,12.058282208588958
10/24 14:00,805,303.4755244755245,266.40672884743503,328.96002664890074,548.2638241172551,22.973184543637576,12.229513657561625
10/24 14:20,805,326.4018691588785,262.60737852429514,326.28584283143374,425.25854829034193,22.86037792441512,12.076484703059387
10/24 14:40,805,349.90909090909093,268.2515373352855,323.09546120058565,431.30980966325035,23.079648609077598,12.180966325036604
10/24 15:00,805,359.2931034482759,269.53987548176696,319.1603913430181,340.77438482063445,23.065520308330864,12.287577823895642
10/24 15:20,805,359,268.049161693663,312.4418868996874,236.67121341290138,23.07075873827792,11.923557828928672
10/24 15:40,805,393.6463414634146,267.0321746624533,304.1186440677966,219.31973570812985,22.98692904337834,12.29933927032462
10/24 16:00,805,431.3265306122449,273.75414201183435,299.00295857988164,214.9207100591716,22.978846153846153,12.13431952662722
10/24 16:20,805,450.8,273.1015882529218,292.11507341923885,214.2394366197183,23.09244830686245,12.212765957446809
10/24 16:40,805,462.08620689655174,275.1255980861244,287.5532296650718,213.18002392344496,22.960077751196174,12.215011961722489
10/24 17:00,805,471.3731343283582,274.42080095636584,282.2474596533174,213.5478182904961,22.877017334130304,12.159593544530782
10/24 17:20,805,491.55,276.0933252793718,279.2431289640592,211.7743884022954,22.7447900936273,12.234370280881908
10/24 17:40,805,510.25925925925924,278.1735311932162,274.4424591156875,215.02422774076317,22.644155057540885,12.12113870381587
10/24 18:00,805,522.6666666666666,277.41353607632675,271.54114490161004,215.11359570661895,22.503428741800835,13.161001788908766
10/24 18:20,805,543.5483870967741,275.21741723829405,269.0450342976439,214.2051893826424,22.56084103787653,13.610796301819267
10/24 18:40,805,555.4642857142857,275.37214076246335,268.3733137829912,216.17536656891497,22.473460410557184,13.51407624633431
10/24 19:00,805,558.32,277.0151066350711,265.9259478672986,212.0773104265403,22.387736966824644,16.32405213270142
10/24 19:20,805,562.6666666666666,278.33232719589495,263.2001207364926,218.69212194385753,22.323875641412616,16.29278599456686
10/24 19:40,805,570.8518518518518,280.56676470588235,263.05823529411765,212.25264705882353,22.243823529411763,13.465294117647058
10/24 20:00,805,580.8260869565217,272.0371543778802,261.9956797235023,195.3804723502304,22.440380184331797,13.14544930875576
10/24 20:20,805,583.6666666666666,274.2340303637926,260.4600401031223,195.8997421942137,22.645946720137495,13.388427384703524
10/24 20:40,805,585.7857142857143,276.3665429631744,259.2729089351984,189.75363973736796,22.75107051099058,13.521838424207822
10/24 21:00,805,596.7727272727273,277.18129661503156,257.23350545037295,193.87923121055653,22.662076878944347,13.630808950086058
10/24 21:20,805,609.1333333333333,281.8124293785311,256.12090395480226,193.36525423728813,22.364265536723163,13.681073446327684
10/24 21:40,805,616.8571428571429,286.4543103448276,253.5448275862069,190.4198275862069,22.40301724137931,14.049137931034483
10/24 22:00,805,804.8181818181819,287.93538555318503,251.4129838463883,186.63547698872296,22.38753428832673,6.176165803108808
10/24 22:20,805,805,287.48401957961414,251.65447739706306,178.46674344946732,22.382522315001438,6.265188597754103
10/24 22:40,805,805,287.58713752512205,251.87654320987653,176.465403387884,22.352569623887454,7.734711455641688
10/24 23:00,805,805,286.8134699853587,250.34553440702783,156.99472913616398,22.187994143484627,8.982723279648608
10/24 23:20,805,805,291.84905082669934,248.1310471524801,147.1053276178812,22.353796693202696,9.087568891610532
10/24 23:40,805,805,286.0423412204234,248.02179327521793,129.40597758405977,22.322073474470734,9.300435865504358
10/25 0:00,805,805,291.0503618817853,243.50271411338963,136.1043425814234,22.212907117008445,9.768094089264174
10/25 0:20,805,805,289.7815668202765,243.3889400921659,139.21966205837174,22.174347158218126,9.57173579109063
10/25 0:40,805,805,300.4212287104623,242.83789537712894,154.6508515815085,22.23707420924574,8.511557177615572
10/25 1:00,805,805,301.5330617361329,241.70416797242243,132.75023503603887,22.077718583516138,8.75086179880915
10/25 1:20,805,805,297.7535188216039,242.14238952536826,128.13126022913258,21.831587561374796,9.319148936170214
10/25 1:40,805,805,298.12038717483364,239.3817301875378,136.67967332123413,21.70538415003025,10.092558983666061
10/25 2:00,805,805,302.32327586206895,236.73830049261085,127.48983990147784,21.815424876847292,10.073891625615763
10/25 2:20,805,805,300.1946540880503,234.85283018867923,124.79056603773584,21.727044025157234,10.357232704402517
10/25 2:40,805,805,296.9196072414851,237.1902424056459,133.0177968702056,21.707732433261736,10.267566738263271
10/25 3:00,805,805,297.82817869415805,234.77038425492034,117.50952827241487,21.658544204935957,10.344267416432364
10/25 3:20,805,805,300.7719023779725,234.74812265331664,123.09574468085107,21.62875469336671,9.920838548185232
10/25 3:40,805,805,301.78287092882994,236.37937273823883,137.97074788902293,21.74713510253317,9.136007237635706
10/25 4:00,805,805,307.5821489482661,235.8845935190449,169.18334280841387,21.718305855599773,10.444855031267766
10/25 4:20,805,805,313.69027576197385,238.05863570391872,157.24702467343977,21.616400580551524,13.388679245283019
10/25 4:40,805,805,304.24648081700246,237.47667678719293,167.68837979574937,21.675269113993927,14.274358266629864
10/25 5:00,805,805,307.5054881571346,237.61871750433275,161.41536683997688,21.74465626805315,13.900057770075101
10/25 5:20,805,805,301.08595271210015,238.99221140472878,170.75438108484005,21.82392211404729,13.763838664812239
10/25 5:40,805,797.469387755102,302.9977722082985,240.12280701754386,185.17460317460316,21.760373155109995,15.303536619326094
10/25 6:00,805,784.7222222222222,300.7782079646018,240.46183628318585,199.5978982300885,21.76299778761062,15.695796460176991
10/25 6:20,805,761.7058823529412,298.72200772200773,242.69387755102042,210.4853833425262,21.71800882515168,15.683397683397683
10/25 6:40,805,735.551724137931,307.9818181818182,245.67748251748253,225.59272727272727,21.835244755244755,15.57846153846154
10/25 7:00,805,701.688524590164,307.026013986014,247.73594405594406,278.63916083916087,21.873566433566435,15.552447552447552
10/25 7:20,805,665.574074074074,307.2547090244588,250.2929434917065,365.22462749508014,21.949676693843127,15.633117795895418
10/25 7:40,805,639.6582278481013,307.9249860568879,255.44868934746236,373.3733965421082,22.13399330730619,15.717512548800892
10/25 8:00,805,598.75,315.1886735311932,259.2053301029679,427.13082980012115,22.3057238037553,15.596305269533616
10/25 8:20,805,550.2258064516129,315.47596153846155,263.9912860576923,419.51772836538464,22.39783653846154,15.444711538461538
10/25 8:40,805,519.8152173913044,314.0212957408518,265.86382723455307,494.7246550689862,22.2999400119976,15.9499100179964
10/25 9:00,805,506.9375,308.1216469120399,272.40954460386774,542.1253898939489,22.54101684341859,15.734248284466625
10/25 9:20,805,489.00847457627117,311.53362391033625,278.22509339975096,569.0958904109589,22.44925280199253,15.741905354919053
10/25 9:40,805,504.6803278688525,296.8658105939005,284.00706260032104,602.0343499197431,22.65008025682183,15.710754414125201
10/25 10:00,805,507.34591194968556,287.11845178511845,292.72505839172504,617.35001668335,22.569235902569236,15.486152819486152
10/25 10:20,805,492.4654088050315,291.39077429983524,298.47512355848437,625.9594728171335,22.689291598023065,15.828006589785831
10/25 10:40,805,467.6214689265537,297.09704251386324,303.5551447935921,568.7729513247074,22.799907578558226,15.629081947011707
10/25 11:00,805,387.20454545454544,302.3957629720602,305.2400982499232,537.7126189745164,22.702179920171936,15.585201105311636
10/25 11:20,805,350.4594594594595,296.61642571516455,304.10089203322053,527.9541679483236,22.801138111350355,15.593971085819748
10/25 11:40,805,329.97701149425285,304.4328177130725,305.5125872004853,490.809220503488,22.976342129208373,15.502881407340006
10/25 12:00,805,335.98039215686276,296.096323305986,305.5986022485567,498.9535095715588,22.844879975691278,15.567912488605288
10/25 12:20,805,338.09090909090907,298.996062992126,304.16596002422773,505.8107207752877,22.88022410660206,15.476983646274984
10/25 12:40,805,340.8666666666667,300.3379022646007,305.2321215733015,451.03486293206197,22.916865315852206,15.2619189511323
10/25 13:00,805,341.9035087719298,307.29928952042627,303.7033747779751,475.69449378330376,22.87685020722321,15.27619893428064
10/25 13:20,805,338.3666666666667,315.2464953271028,304.2070677570093,403.1054322429907,22.955169392523363,15.07681074766355
10/25 13:40,805,344.86238532110093,315.5344675858023,301.0915224405984,346.48137283660895,22.997066588442358,14.491346435904957
10/25 14:00,805,350.0078125,314.8469447708578,296.924794359577,319.4289071680376,22.895857814336075,14.747943595769684
10/25 14:20,805,351.90434782608696,312.5792284866469,292.9759643916914,280.05994065281897,22.906379821958456,14.928783382789318
10/25 14:40,805,377.25,312.24134922942716,290.8255306775225,270.61849374818263,22.975574294853153,14.855190462343705
10/25 15:00,805,412.4,313.4517161140198,286.2705061082024,242.8891797556719,22.730948225712623,14.834205933682373
10/25 15:20,805,425.3333333333333,314.4634649381261,281.4558043606364,220.6328815556865,22.741160872127285,14.873011196228639
10/25 15:40,805,443.109375,321.45265318088536,277.4934036939314,212.66432131339783,22.607153327469952,14.750219876868954
10/25 16:00,805,471.03333333333336,334.50547112462004,273.838905775076,207.53586626139818,22.575379939209725,14.496048632218844
10/25 16:20,805,498.1639344262295,346.0671755725191,270.92702290076335,206.5059541984733,22.517099236641222,14.612519083969465
10/25 16:40,805,527.1447368421053,345.2538829151732,268.60334528076464,209.1878733572282,22.399492234169653,14.756869772998805
10/25 17:00,805,511.609375,344.0284417549168,266.4822995461422,207.81210287443267,22.390015128593042,14.721936459909228
10/25 17:20,805,534.7903225806451,345.0593675417661,264.6041169451074,208.14051312649164,22.32577565632458,15.341885441527447
10/25 17:40,805,552.8793103448276,336.7138157894737,262.4751794258373,207.7188995215311,22.2184509569378,16.838815789473685
10/25 18:00,805,588.9375,325.2521329802883,261.68255369226245,208.9170344218888,22.37834657252133,16.76434245366284
10/25 18:20,805,570.6382978723404,321.3808390360012,260.2210651591788,205.80184468908064,22.32311811960726,16.65278191014579
10/25 18:40,805,607.7115384615385,323.6933135215453,258.2882615156018,205.66864784546806,22.27072808320951,16.799702823179793
10/25 19:00,805,634.5384615384615,321.90107339715695,258.5233536408471,195.32637075718014,22.08079489411082,16.989556135770236
10/25 19:20,805,647.8947368421053,319.78555304740405,256.6012979683973,198.86117381489842,22.104683972911964,17.266930022573362
10/25 19:40,805,652.4615384615385,310.7500709219858,255.19914893617022,194.77531914893618,22.07035460992908,17.25645390070922
10/25 20:00,805,657.8947368421053,306.81198986771744,254.1384745285674,187.6259499014917,22.052350126653533,17.257810301153956
10/25 20:20,805,663.25,310.8378911756414,253.77276571750775,186.2664223287285,22.304905553989286,17.039751903016633
10/25 20:40,805,667.2727272727273,306.41678602119737,252.26353480378114,176.71011171584072,22.31767401890576,17.189057576625608
10/25 21:00,805,670.6363636363636,309.91274593669806,252.00826917593383,177.69831765041346,22.340319361277444,17.194468206444256
10/25 21:20,805,679.8823529411765,310.4034272436828,251.66134185303514,156.08161487075225,22.268661051408657,16.93958756898054
10/25 21:40,805,690.8461538461538,307.4964397607519,249.28140131016804,166.65280546852748,22.306322984904586,17.04215323269724
10/25 22:00,805,794.0909090909091,309.29598308668074,248.15433403805497,174.2117185140441,22.305043793415887,6.170341286620356
10/25 22:20,805,805,297.95832056389827,247.86730003064665,145.65154765553172,22.20410665032179,6.629482071713148
10/25 22:40,805,805,297.18847539015604,246.31482593037214,149.84453781512605,22.149009603841538,6.932172869147659
10/25 23:00,805,805,306.2472392638037,244.74325153374232,141.71564417177913,22.124079754601226,8.92760736196319
10/25 23:20,805,805,304.49740596627754,243.1407263294423,120.99124513618678,22.070038910505836,9.773670557717251
10/25 23:40,805,805,297.9354310062275,241.64306784660766,115.17273025237627,22.125532612258276,9.40117994100295
10/26 0:00,805,805,301.5201021059349,240.11455009572433,129.09572431397575,22.192724952137844,8.696234843650288
10/26 0:20,805,805,305.5032720473668,238.21533187909006,133.39607354315987,22.095045185416016,8.581489560610782
10/26 0:40,805,805,289.3483701020744,236.53671386236417,125.86137635824826,22.168587421797827,8.605202502469542
10/26 1:00,805,805,293.7707430856381,236.48717094301898,119.88603798733756,22.055148283905364,8.323892035988004
10/26 1:20,805,805,291.19484334203656,236.12271540469973,123.0789817232376,22.04226501305483,8.547323759791123
10/26 1:40,805,805,285.4474810668423,237.4705301284162,120.7033256503128,22.183733947974975,8.75304576885084
10/26 2:00,805,805,289.23755429335114,235.35382559305046,108.209822920147,22.25025058469763,8.919812896759105
10/26 2:20,805,805,295.75289203084833,233.7490359897172,110.95629820051414,22.20276349614396,8.785668380462726
10/26 2:40,805,805,294.8996427411497,232.05261448522248,110.35790841182202,22.24212406625528,8.809678467034752
10/26 3:00,805,805,300.1284403669725,231.14023591087812,118.13007863695937,22.189056356487548,8.841415465268676
10/26 3:20,805,805,309.4023917259211,230.95313510019392,121.75177763413058,22.183257918552037,8.504201680672269
10/26 3:40,805,805,302.12830412830414,231.03356103356103,140.24918324918326,22.171517671517673,8.832788832788832
10/26 4:00,805,805,304.30485324033714,231.85062481836675,146.94362104039524,22.0402499273467,9.75007265329846
10/26 4:20,805,805,306.91341743119267,233.52809633027522,143.70355504587155,22.18663990825688,10.242259174311927
10/26 4:40,805,804.7272727272727,301.8203661327231,233.03975972540044,157.13615560640733,22.28232265446224,11.582379862700229
10/26 5:00,805,805,303.1981424148607,234.28285955530538,164.95384182381088,22.251618350689558,11.319166901210245
10/26 5:20,805,805,301.5024086143383,235.2264097478039,156.9623122697648,22.151034287333523,11.200623406064041
10/26 5:40,805,801.5428571428571,300.3931203931204,236.20748020748022,185.12312312312312,22.288015288015288,11.473655473655473
10/26 6:00,805,781.9767441860465,301.6895977808599,237.24382801664356,225.249653259362,22.21886269070735,11.454646324549238
10/26 6:20,805,762.3050847457627,300.0261295590637,241.1581382689167,283.35900925421885,22.217882416984214,11.54817637452368
10/26 6:40,805,737.8550724637681,297.802113078241,248.40177041690464,391.74500285551113,22.2824100513992,11.344945745288406
10/26 7:00,805,687.7878787878788,301.61029615278164,253.33517852200387,323.8898422363687,22.31608081926377,11.255189593135897
10/26 7:20,805,645.8771929824561,306.5269411439624,255.40618955512574,296.5169936446532,22.439486045869025,11.065487703785577
10/26 7:40,805,598.4625,310.3012114537445,257.75055066079295,290.6613436123348,22.480038546255507,11.011563876651982
10/26 8:00,805,551.9888888888889,320.2150289017341,259.23728323699424,366.9315028901734,22.654046242774566,10.397109826589595
10/26 8:20,805,514.6708860759494,323.34151329243355,262.93280747881977,367.95968448729184,22.719106047326907,10.622261174408413
10/26 8:40,805,472.320987654321,323.6136496777973,266.4610427650849,366.4513766842414,22.815612185120095,10.543350908025776
10/26 9:00,805,456.51063829787233,323.64017216642753,266.88694404591104,337.3925394548063,22.986226685796268,10.543758967001434
10/26 9:20,805,456.94736842105266,331.24685354691076,269.4779748283753,352.37614416475975,22.813930205949656,10.680778032036613
10/26 9:40,805,411.75657894736844,330.5474112856312,268.63176265270505,319.1861547411286,22.86111111111111,10.76847004072135
10/26 10:00,805,371.8235294117647,333.39453011347103,269.38842013383766,358.39336630782657,22.94355542624382,12.780040733197556
10/26 10:20,805,314.6531791907515,334.0586357039187,269.5355587808418,389.9657474600871,22.976487663280118,13
10/26 10:40,805,349.04571428571427,333.9109977324263,275.6153628117914,331.56150793650795,22.91765873015873,12.814625850340136
10/26 11:00,805,305.1119402985075,331.97171717171716,272.444733044733,424.79047619047617,23.023376623376624,13.054834054834055
10/26 11:20,805,260.3551401869159,324.0134845234447,275.45755439779344,517.2494636837266,23.0597609561753,13.288384921851057
10/26 11:40,805,262.4,309.36168851934764,279.67764630636395,547.891269587464,23.159098177166612,13.510073552926126
10/26 12:00,805,264.3495145631068,314.1350463101285,284.30385419778906,445.7051090528832,23.30803704810278,13.123394084254556
10/26 12:20,805,271.3296703296703,329.83588818755635,285.10820559062216,422.7886985272017,23.164111812443643,12.95731890592125
10/26 12:40,805,281.1684210526316,333.6134081512109,285.01151801535735,434.4952746603662,23.342734790313052,13.345540460720615
10/26 13:00,805,325.4672897196262,336.8994202898551,285.9408695652174,396.0057971014493,23.186666666666667,13.146376811594203
10/26 13:20,805,350.1194029850746,325.0478955007257,284.3878084179971,348.67982583454284,22.929608127721334,12.76865021770682
10/26 13:40,805,379.96666666666664,321.38773148148147,282.89293981481484,313.5173611111111,22.78153935185185,14.26388888888889
10/26 14:00,805,424.2959183673469,320.6807387862797,281.37408384637934,329.12899442978596,22.932131339783055,15.403987100557021
10/26 14:20,805,465.65384615384613,326.6389292988071,279.8743089903986,308.39860343322664,22.86267093395403,15.299679953447773
10/26 14:40,805,504.7471264367816,322.41279579316387,277.7914110429448,248.9298860648554,22.67484662576687,15.170610575518552
10/26 15:00,805,531,321.1565671209046,274.77471730936503,232.44853580748043,22.6101768628588,15.363293708321253
10/26 15:20,805,549,326.7205968402575,272.0190169689877,230.8098303101229,22.541252194265653,17.221181977764775
10/26 15:40,805,571.2173913043479,331.0434654050857,269.6667652276759,216.0671200473093,22.385422826729744,17.395032525133058
10/26 16:00,805,585.421052631579,330.87388193202145,266.1353607632677,211.12909958258794,22.387745974955276,17.315444245676805
10/26 16:20,805,589.5405405405405,332.02380243975006,265.2127343052663,212.50877714965785,22.32520083308539,17.33263909550729
10/26 16:40,805,595.2777777777778,331.5566236106939,264.1432862721538,209.17122258936618,22.372183838990686,17.339140883148094
10/26 17:00,805,602.96875,328.53862089375554,260.40485350695474,205.76620301864457,22.31562592482983,17.36786031370228
10/26 17:20,805,616.09375,327.12234669811323,260.09375,199.47317216981133,22.205041273584907,17.716686320754718
10/26 17:40,805,627.0370370370371,329.95649600473513,257.3521751997632,200.17845516424978,22.23276117194436,17.6697247706422
10/26 18:00,805,639.7894736842105,327.1556939501779,255.87692763938315,185.45077105575325,21.97820284697509,17.576809015421116
10/26 18:20,805,644.0909090909091,324.0401480637813,256.6400911161731,189.04441913439635,22.002847380410024,17.67653758542141
10/26 18:40,805,642.8421052631579,323.9735682819383,254.5826725403818,181.54214390602056,21.99251101321586,17.594126284875184
10/26 19:00,805,648.3636363636364,321.9125884016973,254.14512022630834,181.5072135785007,21.978217821782177,17.797736916548796
10/26 19:20,805,649.15,308.5228483319316,253.09503784693018,180.9470142977292,21.918138491729746,17.64003364171573
10/26 19:40,805,653.56,304.8690305976551,253.15985130111525,179.3465827852445,21.868601658564483,17.187303402916786
10/26 20:00,805,656.8260869565217,302.6224978855371,251.2083450803496,180.48125176205244,21.870453904708203,17.537355511700028
10/26 20:20,805,658.9166666666666,302.71039466370206,251.3421345191773,177.5686492495831,22.172873818788215,17.543079488604782
10/26 20:40,805,663.8461538461538,301.1190142817138,250.2223466816018,191.17978157378886,22.27191262951554,17.339960795295436
10/26 21:00,805,668.8666666666667,299.2192749778957,250.5605658709107,158.65428824049513,22.308576480990276,18.601237842617152
10/26 21:20,805,670.3076923076923,301.38534000588754,248.94730644686487,167.52104798351488,22.395937591992936,18.612010597586107
10/26 21:40,805,671.5,302.396186440678,247.88650121065376,156.4322033898305,22.472003631961257,18.721246973365616
10/26 22:00,805,790.6363636363636,298.93939393939394,247.68148880105403,142.2743741765481,22.45701581027668,6.444005270092227
10/26 22:20,805,805,305.7114361702128,243.82878989361703,122.31781914893617,22.522938829787233,7.559840425531915
10/26 22:40,805,804.2727272727273,311.20520231213874,240.71901091843287,124.11528580603725,22.537893384714195,8.274887604367374
10/26 23:00,805,803.8181818181819,306.45404172099086,238.9944589308996,124.60430247718384,22.508474576271187,11.407757496740548
10/26 23:20,805,804.8,303.5454260651629,238.30827067669173,127.7593984962406,22.339755639097746,12.597117794486216
10/26 23:40,805,804.8,295.5513565891473,238.84948320413437,117.96220930232558,22.400193798449614,13.04328165374677
10/27 0:00,805,804.8333333333334,304.4720898570456,236.41763104152486,124.86249149081007,22.51769911504425,12.980258679373724
10/27 0:20,805,804.9,301.8202351485148,236.06435643564356,133.72772277227722,22.492574257425744,12.670482673267326
10/27 0:40,805,805,296.4727705922396,235.36861810755616,109.15112321307012,22.51582709326072,13.090537780803267
10/27 1:00,805,805,296.6087264987584,233.94572543455126,102.60234125576446,22.47889322454771,13.270308620078042
10/27 1:20,805,805,299.14086521272793,233.40078655702538,102.83089023954237,22.506614229531642,13.309974973185556
10/27 1:40,805,805,296.64427157001415,232.08132956152758,103.87305516265913,22.491513437057993,13.05975954738331
10/27 2:00,805,805,296.6543463381246,230.97330595482546,102.5400410677618,22.45037645448323,13.298083504449007
10/27 2:20,805,805,298.04491228070174,231.20245614035088,102.4978947368421,22.424736842105265,13.245263157894737
10/27 2:40,805,805,297.53352252571835,230.46399432422845,102.10642071656616,22.401206101454417,13.323873714083009
10/27 3:00,805,805,295.34726123595505,229.91432584269663,101.52141853932584,22.38570926966292,13.304073033707866
10/27 3:20,805,805,298.12192550948697,228.4606465214336,102.51616303583978,22.463808854532676,13.216092761770907
10/27 3:40,805,805,300.0871670702179,229.2172258734002,118.3002421307506,22.41041162227603,13.213075060532688
10/27 4:00,805,805,300.79819870531946,229.77399380804954,188.64902898958627,22.235012665353224,13.101604278074866
10/27 4:20,805,805,299.9357696566999,232.96788482834995,188.36129568106313,22.356450719822814,13.105204872646732
10/27 4:40,805,805,299.8815205327414,234.36098779134295,189.47364039955605,22.534128745837958,12.858490566037736
10/27 5:00,805,804.4,300.4725761772853,236.49252077562326,185.19362880886428,22.665927977839335,12.810249307479225
10/27 5:20,805,804,301.5282534246575,238.0122716894977,173.5699200913242,22.83946917808219,12.285102739726028
10/27 5:40,805,803.1,302.17950963222415,239.66082895504962,175.70402802101577,22.8956509048453,12.081144191476941
10/27 6:00,805,800.5454545454545,301.45477888730386,238.9654778887304,173.0607703281027,22.955777460770328,12.373751783166904
10/27 6:20,805,799,298.7677364864865,240.08417792792793,214.7894144144144,22.868243243243242,12.74099099099099
10/27 6:40,805,796.4615384615385,298.8053097345133,240.40622323722525,189.1712817584927,22.742506423065944,12.876106194690266
10/27 7:00,805,792.8,301.4164091036808,241.81736442821017,221.34279291935937,22.728856420342794,12.698229839842652
10/27 7:20,805,785.9230769230769,297.04182933630784,241.79336307863915,217.95593976575572,22.89988845510318,13.854433909648634
10/27 7:40,805,777.578947368421,297.8710830126443,243.3658603628367,233.08878504672896,22.81157229246839,14.362836723474436
10/27 8:00,805,757.5454545454545,321.5920745920746,245.7170745920746,279.03001165501166,22.80434149184149,13.871212121212121
10/27 8:20,805,737.55,320.7029350726356,247.78594722798695,321.71093981618736,22.990957604506374,13.914912540764897
10/27 8:40,805,725.4166666666666,319.70822122571,251.59611360239163,382.5124065769806,23.0796711509716,15.114200298953662
10/27 9:00,805,719.5,315.51191185229305,255.68671828469326,379.1319237641453,23.156491959499704,16.088743299583086
10/27 9:20,805,700.8181818181819,316.73765158237205,258.3481218574386,397.74120082815733,23.17391304347826,15.936409346347235
